image_url,description,country,weather,time_of_day,season,activity,mood
https://images.unsplash.com/photo-1579606329066-50a1036f0436,The famous Treasury carved into the red sandstone rock face.,Jordan,Sunny,Afternoon,spring,Hiking,Excited
https://images.unsplash.com/photo-1533423996375-f914d5e7178a,Colorful houses stacked on the steep cliffs of Positano.,Italy,Sunny,Afternoon,summer,Relaxing,Romantic
https://www.voyagers.travel/_ipx/w_1200&f_webp&q_85/google/travel-web-app-1.appspot.com/flamelink/media/Machu%20picchu%20-%20Canva%20-%20Petr%20Polak.jpg%3Falt=media,wide landscape shot showing the ruins surrounded by the mountains for one of the newest seven wonders of the world,Peru,Sunny,Morning,spring,Sightseeing,Curious
https://inoldcities.com/wp-content/uploads/2025/08/fresh-snow-in-hallstatt.jpg,snowy lakeside village that brings inner peace to the visitor,Austria,Cloudy,Afternoon,winter,Relaxing,Calm
https://wallpapercave.com/wp/wp4223740.jpg,"one of the modern seven wonders of the world, Christ the Redeemer overlooking to the beaches and the city under bright sun",Brazil,Sunny,Afternoon,summer,Sightseeing,Happy
https://www.lilysunchinatours.com/Uploads/Editor/2020-12-18/5fdc5f51e9abd.jpg,"Tall Avatar-style sandstone pillars covered in mist, make you feel like in the movie",China,Cloudy,Afternoon,spring,Sightseeing,Excited
https://hoiandaytrip.com/wp-content/uploads/2024/11/hoi-an-by-night.jpg,lantern-lit city at night with warm colors,Vietnam,Not Clear,Evening,spring,Other,Romantic
https://media.timeout.com/images/105946468/image.jpg,Shibuya Crossing at night with neon light everywhere,Japan,Not Clear,Evening,fall,Exploring,Excited
https://c.stocksy.com/a/uf2600/z9/1440254.jpg,Horseshoe falls with huge mist cloud and strong water flow,Canada,Sunny,Afternoon,winter,Sightseeing,Excited
https://inoldcities.com/wp-content/uploads/2025/07/sheep-grazing-at-mont-st-michel.jpg,Calm countryside atmposphere where sheeps grazing peacefully in the large grassy field in the foreground while the abbey centered in the middle,France,Cloudy,Evening,fall,Sightseeing,Excited
https://www.travelrebels.com/wp-content/uploads/2021/08/Wat-te-doen-op-madeira-1675x1116.jpg,a dramatic mountain landscape with a narrow trail running along the ridgeline during a sunrise,Portugal,Sunny,Morning,spring,Hiking,Excited
https://contentapi-swissactivities.imgix.net/contentapi.swissactivities/robin_ulrich_Qu_Z6k_O_Ae_W2o_unsplash_71ce895cd5.jpg,"valley with Staubbach waterfall, green fields, Swiss houses and mountains",Switzerland,Sunny,Afternoon,summer,Exploring,Romantic
https://i.ibb.co/FM248qQ/Maldives.jpg,"A clear aerial view of a Maldives island featuring a white sandy beach, turquoise water, palm trees, and a seaplane parked on the shore. This image represents the peaceful tropical beauty of the Maldives.",Maldives,Sunny,Afternoon,summer,Relaxing,Happy
https://i.ibb.co/jkd1nBNr/stanbul-T-rkiye.jpg,"A stunning sunset view of the Maidenâs Tower in Istanbul, illuminated warmly as the city skyline glows behind it. The vibrant sky blends orange and blue, creating a magical atmosphere over the Bosphorus.",Turkey,Not Clear,Evening,fall,Sightseeing,Romantic
https://i.ibb.co/jv6gjjby/Himalayas-Nepal.jpg,"Trekkers hiking through the rocky trails of the Everest region in the Himalayas, surrounded by dramatic mountain landscapes and clear blue skies. The snowy peaks create a breathtaking, adventurous atmosphere.",Nepal,Sunny,Morning,fall,Hiking,Excited
https://i.ibb.co/SDjM9FJZ/Switzerland.jpg,"A stunning alpine landscape in Switzerland with bright green hills, a peaceful lake, wooden cabins, and towering snow-covered peaks under a clear blue sky. A postcard-perfect mountain view.",Switzerland,Sunny,Afternoon,summer,Sightseeing,Happy
https://i.ibb.co/FkmsyX2S/Tokyo-Japan.jpg,"A vibrant night scene in KabukichÅ, Tokyo, filled with colorful neon lights, busy crosswalks, and lively crowds. The illuminated buildings highlight the energetic nightlife of Japan's capital.",Japan,Not Clear,Evening,not clear,Sightseeing,Excited
https://i.ibb.co/PZ0pQ0S7/Texas.jpg,"A peaceful desert highway in Texas leading toward rugged, sunlit mountains. The warm evening light casts dramatic shadows across the rocky landscape, capturing the quiet beauty of the American Southwest.",United States,Sunny,Evening,fall,Other,Romantic
https://i.ibb.co/zVHFVpvV/Egypt.jpg,A breathtaking sunset scene at the Pyramids of Giza featuring camel riders crossing the desert as the warm sun casts dramatic shadows. The silhouettes of the ancient pyramids create a timeless and adventurous atmosphere.,Egypt,Sunny,Evening,not clear,Sightseeing,Excited
https://i.ibb.co/Qv3fvjts/France-Paris.jpg,"A picturesque Parisian street leading to the Eiffel Tower at sunset, with warm light reflecting off historic buildings and cobblestone streets. The soft sky colors highlight the romantic charm of Paris.",France,Sunny,Evening,fall,Sightseeing,Romantic
https://i.ibb.co/N6sbK2Vm/Rio-de-Janeiro-RJ-Brasil.jpg,"A golden sunset at Ipanema Beach in Rio de Janeiro, with surfboards in the sand and people enjoying the lively beachfront. The iconic Dois IrmÃ£os mountains create a perfect blend of nature, surf culture, and Brazilian energy.",Brazil,Sunny,Evening,summer,Relaxing,Happy
https://i.ibb.co/rfpjJ6Hw/The-Great-Wall-of-China.jpg,A majestic view of the Great Wall of China winding across lush green mountains under a dramatic cloudy sky. The ancient stone towers and pathways highlight the vast scale and historical significance of this landmark.,China,Cloudy,Afternoon,summer,Sightseeing,Curious
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStZG4hqhJSkFCv6jCoKdn66qqJ-vhqRbPWeg&s,Eiffel Tower in Paris during sunset with colorful sky,France,Sunny,Evening,summer,Sightseeing,Romantic
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSppEIRfNqKnMaQkoQHX3HI8kX2hhPgXZEO6A&s,White houses and blue domes in Santorini on a bright day,Greece,Sunny,Afternoon,summer,Relaxing,Happy
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCfLpPCQQeZCQgtmZC7_22VzTLW-VkqSobdQ&s,Shibuya crossing in Tokyo full of people and bright neon lights,Japan,Not Clear,Evening,not clear,Other,Excited
https://www.sunsiyam.com/media/qnfnzgmq/ssiv_general_04.jpg?width=782&height=521&mode=max,Turquoise water and overwater bungalows in the Maldives,Maldives,Sunny,Afternoon,summer,Relaxing,Romantic
https://i.natgeofe.com/n/69e2cf60-ad59-4d20-bdd1-dc96f40ab4e8/petra-world-heritage-jordan_16x9.jpg?w=1200,The ancient rock-carved facade of Petra between high cliffs,Jordan,Sunny,Afternoon,summer,Hiking,Curious
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvK7AlHpiykQ5oe7TK1w1W-UFe5VC9UjOqCQ&s,Times Square in New York with colorful billboards and crowds,United States,Not Clear,Evening,not clear,Sightseeing,Excited
https://media.worldnomads.com/travel-safety/switzerland/lauterbrunnen-valley-switzerland-gettyimages-1024638132.jpg,Snow-covered peaks of the Swiss Alps with a valley below,Switzerland,Snowy,Afternoon,winter,Hiking,Excited
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSHKACJb-mtGbqZIx6gUxmfuWDGnZgzPPtuw&s,Green rice terraces in Bali surrounded by tropical trees,Indonesia,Sunny,Morning,spring,Hiking,Happy
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNU2o4QO_ejTIZXTunBgU6fFvoPYfIcwPCeA&s,The Great Pyramids of Giza under a clear blue sky,Egypt,Sunny,Afternoon,summer,Sightseeing,Romantic
"https://res.cloudinary.com/enchanting/q_80,f_auto,c_fit,w_640,h_480/exodus-web/2024/09/AdobeStock_595373053.jpeg",Hot air balloons flying over the rocky valleys of Cappadocia,Turkey,Sunny,Morning,summer,Adventure,Excited
https://images.pexels.com/photos/2265845/pexels-photo-2265845.jpeg,"A distant view of the Eiffel Tower with surrounding buildings. I chose this place because of its historic charm, iconic architecture, and relaxing atmosphere.",France,Sunny,Evening,summer,Sightseeing,Happy
https://images.pexels.com/photos/35066432/pexels-photo-35066432.jpeg,A traditional Japanese house surrounded by colorful autumn trees. I chose this place because of its peaceful atmosphere and the beauty of Japanese architecture during the fall season.,Japan,Sunny,Afternoon,fall,Sightseeing,Curious
https://images.pexels.com/photos/32585930/pexels-photo-32585930.jpeg,"Fishing boats docked in a scenic harbor in Cape Town. I chose this place because its clear waters, vibrant harbor atmosphere, and sense of adventure make it an exciting travel destination.",South Africa,Sunny,Afternoon,summer,Hiking,Excited
https://images.pexels.com/photos/26841021/pexels-photo-26841021.jpeg,"A young woman in traditional Peruvian clothes standing among purple spring flowers in Cusco. I chose this place because Iâm curious to learn more about its rich history, culture, and beautiful traditional atmosphere.",Peru,Sunny,Morning,spring,Sightseeing,Curious
https://images.pexels.com/photos/1450076/pexels-photo-1450076.jpeg,A woman sitting on a log near a snow-covered body of water in Canada. I chose this place for its serene winter landscape and the peaceful feeling of being close to nature.,Canada,Snowy,Morning,winter,Hiking,Excited
https://images.pexels.com/photos/13043589/pexels-photo-13043589.jpeg,Stands of the Spotify Camp Nou Stadium in Barcelona. I chose this place because of my passion for football and the iconic atmosphere of the stadium.,Spain,Sunny,Afternoon,spring,Sightseeing,Excited
https://images.pexels.com/photos/5840732/pexels-photo-5840732.jpeg,A portrait of a kangaroo in an Australian animal park. I chose this place because Iâm curious to explore Australiaâs wildlife and natural environment.,Australia,Sunny,Afternoon,summer,Sightseeing,Curious
https://images.pexels.com/photos/13314280/pexels-photo-13314280.jpeg,A massive iceberg floating in Greenlandâs icy waters. I chose this place for its breathtaking natural beauty and the sense of adventure in exploring remote polar landscapes.,Greenland,Snowy,Morning,winter,Sightseeing,Excited
https://images.pexels.com/photos/1450372/pexels-photo-1450372.jpeg,A red hammock tied between two trees in the Maldives. I chose this place for its relaxing atmosphere and the peaceful feeling of enjoying a calm morning by the beach.,Maldives,Sunny,Morning,summer,Relaxing,Happy
https://images.pexels.com/photos/18139789/pexels-photo-18139789.jpeg,A man riding a horse in traditional clothing in Tunisia. I chose this place for its rich cultural heritage and the charm of experiencing local traditions.,Tunisia,Cloudy,Afternoon,fall,Sightseeing,Curious
https://image2url.com/images/1764797123282-1f04db5d-565a-4236-a5bb-4eb884ca30c4.jpg,"Alhambra Palace, A historic Moorish palace in Granada famous for its intricate carvings, gardens, and Islamic architectural beauty.",Spain,Sunny,Afternoon,summer,Sightseeing,Curious
https://image2url.com/images/1764793193210-7481373c-b93e-4898-9455-bea4d2ef4764.jpg,"Vatican City, St. Peterâs Basilica glowing beautifully over the river at sunset.",Italy,Not Clear,Evening,summer,Sightseeing,Excited
https://image2url.com/images/1764796564184-8e668f84-8f07-4846-aef5-e18b075120a5.jpg,"Dome of the Rock, A golden-domed Islamic shrine in Jerusalem known for its striking architecture and sacred significance.",Palestine,Not Clear,Evening,spring,Sightseeing,Happy
https://image2url.com/images/1764796615612-e69f8397-3793-4e75-a6da-429b09513449.jpg,"Umayyad Mosque, A stunning view of the courtyard with golden mosaics and ancient architecture.",Syria,Cloudy,Morning,fall,Sightseeing,Romantic
https://image2url.com/images/1764797064281-8ea75e68-733c-4762-8f51-0a68fb90a0dd.jpg,"Giza Pyramids, Camels crossing the desert in front of the iconic Great Pyramid.",Egypt,Cloudy,Afternoon,spring,Other,Excited
https://image2url.com/images/1764796690741-87a298f0-1f19-462d-b024-4d82be0793c3.jpg,"Santorini, White cliffside houses overlooking the blue sea with pink bougainvillea trees.",Greece,Sunny,Morning,spring,Relaxing,Romantic
https://image2url.com/images/1764803169823-9b6a5ff6-147f-43e5-a09f-1b3baa29e203.jpg,"A traditional market in Fez, where colorful slippers and handmade crafts line the steps, showcasing the cityâs rich heritage.",Morocco,Sunny,Afternoon,summer,Other,Excited
https://image2url.com/images/1764796719508-235a6c71-c900-4657-a07d-5a183e5cf833.jpg,"The Australian Alps, known for their high peaks and snowy landscapes, offer some of the countryâs highest and most scenic mountain views.",Australia,Snowy,Afternoon,winter,Hiking,Excited
https://image2url.com/images/1764801856222-892da2a6-4a78-4183-907c-9e6966af42c6.jpg,"Central London, known for its historic streets and iconic red double-decker buses, is one of the cityâs most recognizable and vibrant areas.",London,Rainy,Afternoon,winter,Sightseeing,Romantic
https://image2url.com/images/1764796790401-e833b422-6649-4604-8401-479f67adcb3f.jpg,"The famous Berlin Cathedral, illuminated beautifully at night, reflected on the waters of the Spree River amid a calm and charming atmosphere.",Germany,Cloudy,Evening,summer,Sightseeing,Curious
https://unsplash.com/photos/a-view-of-the-eiffel-tower-through-the-trees-AdfPx-4Ui9A,A romantic view of the Eiffel Tower hidden between the trees.,France,Cloudy,Evening,fall,Sightseeing,Romantic
https://unsplash.com/photos/a-view-of-a-blue-domed-building-on-the-edge-of-a-cliff-DbBwe7nGr3k,A peaceful view of Santoriniâs iconic blue-domed building overlooking the sea.,Greece,Sunny,Afternoon,summer,Relaxing,Happy
https://unsplash.com/photos/a-large-body-of-water-filled-with-lots-of-boats-AWBGWi03XBw,A breathtaking coastal view of Amalfi with boats floating in crystal blue water.,Italy,Sunny,Afternoon,summer,Sightseeing,Romantic
https://unsplash.com/photos/white-and-brown-concrete-building-near-body-of-water-during-daytime-Ko9FDFvzU7M,A serene lakeside view of Hallstatt surrounded by mountains.,Austria,Cloudy,Morning,fall,Relaxing,Romantic
https://unsplash.com/photos/an-aerial-view-of-a-lush-green-field-ZA3tbwnvr5Y,Aerial view of Baliâs lush green rice terraces.,Indonesia,Sunny,Morning,spring,Hiking,Excited
https://unsplash.com/photos/an-aerial-view-of-a-city-with-lots-of-trees-M0yR_Q7WTwU,Central Park during autumn with warm orange and yellow trees.,United States,Cloudy,Afternoon,fall,Sightseeing,Calm
https://unsplash.com/photos/a-city-with-many-buildings-s1qvaSQxTqM,"A beautiful view of Chefchaouen, Moroccoâs famous blue city.",Morocco,Sunny,Morning,summer,Sightseeing,Happy
https://unsplash.com/photos/purple-and-white-flower-garden--LiPS85csDM,Colorful floral pathways inside Dubai Miracle Garden.,United Arab Emirates,Sunny,Afternoon,winter,Relaxing,Happy
https://i.pinimg.com/736x/a0/d8/5f/a0d85f67b1994ac8a87c4b9b7952901c.jpg,This photo shows the Eiffel Tower on a morning. I chose this place because it is very famous and I want to visit Paris.,Paris,Sunny,Morning,fall,Sightseeing,Romantic
https://i.pinimg.com/1200x/96/3f/c0/963fc0d525782c28029232805c3546c3.jpg,This photo shows the Grand Canyon during sunrise with beautiful colors on the rocks. I chose this place because it looks amazing and I want to visit it one day,United States,Sunny,Morning,spring,Hiking,Excited
https://i.pinimg.com/1200x/1f/fb/2e/1ffb2e664a125885776b15bfa3009ff2.jpg,"This photo shows the Swiss Alps with a snowy mountain, blue lakes, and green valleys. I chose this place because it looks peaceful and very beautiful.",Switzerland,Sunny,Morning,summer,Hiking,Happy
https://i.pinimg.com/1200x/f8/bf/d2/f8bfd2192e5c2f39765a5536030f69ba.jpg,This photo shows the Statue of Liberty on a sunny day with a beautiful view of the city behind it. I chose this place because it is very famous and I want to visit New York one day.,United States,Sunny,Afternoon,fall,Sightseeing,Curious
https://i.pinimg.com/1200x/91/2d/df/912ddf44f8e109662179c248fa9f0404.jpg,This photo shows beautiful overwater villas in the Maldives during sunset. I chose this place because it looks peaceful and perfect for relaxing,Maldive,Sunny,Evening,summer,Relaxing,Happy
https://i.pinimg.com/736x/95/94/7e/95947e641111e19a47a94fa50e54d988.jpg,This photo shows Shibuya Crossing at night with many people and bright lights. I chose this place because it looks exciting and full of energy.,Japan,Not Clear,Evening,not clear,Other,Excited
https://i.pinimg.com/1200x/4f/f8/52/4ff852ff954ad9b13da170d943d3f1d4.jpg,"This photo shows Oia in Santorini during sunset, with white houses and a beautiful sea view. I chose this place because it looks peaceful and very famous.",Greece,Sunny,Evening,summer,Other,Romantic
https://safa.ps/uploads//images/548537279d1726d8275b75c3e2f07485.jpg,"This photo shows the Dome of the Rock covered in snow, with people playing outside. I chose this place because it is important and very beautiful, especially in the snow.",Palestine,Snowy,Afternoon,winter,Sightseeing,Happy
https://images.unsplash.com/photo-1725715443700-58c019bc4ab9?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,This photo shows Tower Bridge in London at night with bright lights. I chose this place because it is a famous landmark and I want to visit London one day.,United Kingdom,Not Clear,Evening,not clear,Sightseeing,Curious
https://i.guim.co.uk/img/media/274157bf4696d296d47614776d777ccc06d31d6d/0_336_3500_2100/master/3500.jpg?width=1200&quality=85&auto=format&fit=max&s=806a4fbcef5b6003b94f36b1b8dc56cc,"This image shows Stonehenge covered in snow. I chose this place because it is very old and mysterious, and I would like to see it in real life.",United Kingdom,Snowy,Morning,winter,Sightseeing,Curious
https://www.ricksteves.com/watch-read-listen/read/articles/the-cow-culture-of-switzerlands-berner-oberland,"Swiss cows grazing in the Berner Oberland Alps, chosen for its peaceful nature and classic Swiss scenery.",Switzerland,Sunny,Afternoon,summer,Other,Calm
https://www.reuters.com/resizer/v2/AHF2FYISNJO55J6N35YJBZ2JYY.jpg?auth=b82b714859942866f732a9488a05c857ebfcc5347f4c912f0725e9e890418cd9&height=1005&quality=80&smart=true&width=1920,"Eiffel Tower in Paris at sunset, chosen because it's an iconic landmark and dream destination for many travelers.",France,Sunny,Evening,summer,Sightseeing,Romantic
https://cbx-prod.b-cdn.net/COLOURBOX11090849.jpg?height=800&quality=70&width=800,"Amsterdam canals with bicycles and Dutch houses, chosen for its beautiful city architecture and peaceful waterways.",Netherlands,Sunny,Afternoon,spring,Exploring,Happy
https://w0.peakpx.com/wallpaper/254/923/HD-wallpaper-old-town-square-sunset-plaza-de-la-ciudad-vieja-skyline-prague-czech-republic-europe.jpg,"Old Town Square in Prague at sunset, chosen for its magical medieval atmosphere and golden skyline.",Czech Republic,Sunny,Evening,fall,Sightseeing,Romantic
"https://www.fascinatingspain.com/asset/thumbnail,1280,720,center,center/media/fascinatingspain/images/2020/06/10/20200610092027293109.jpg","Alhambra in Granada, a historic Islamic palace chosen for its architecture and cultural importance.",Spain,Sunny,Afternoon,summer,Other,Curious
https://www.thetraveler.bg/wp-content/uploads/2024/04/Nad-Como-1.4.jpg,"Lake Como overlooking the mountains, chosen for its peaceful water views and charming villages.",Italy,Sunny,Afternoon,summer,Sightseeing,Calm
https://finduslost.com/wp-content/uploads/2020/03/Winter-Hallstatt-Austria-FindUsLost-1060390.jpg,"Hallstatt village covered in snow, chosen for its fairy-tale beauty and winter charm.",Austria,Snowy,Morning,winter,Exploring,Romantic
https://watermark.lovepik.com/photo/20211124/large/lovepik-lakeside-town-interlaken-switzerland-picture_500898899.jpg,"Interlaken with mountains and lakes, chosen for its adventure atmosphere and natural beauty.",Switzerland,Sunny,Afternoon,summer,Sightseeing,Excited
https://us.images.westend61.de/0001372861pw/spain-madrid-aerial-view-of-santiago-bernabeu-stadium-DAMF00446.jpg,"Aerial view of Santiago BernabÃ©u Stadium in Madrid, chosen for its importance in football culture.",Spain,Sunny,Afternoon,spring,Other,Excited
https://commons.wikimedia.org/wiki/File:Uzung%C3%B6l_lake_and_town.jpg,"UzungÃ¶l Lake in Turkey surrounded by mountains and village homes, chosen for its peaceful natural scenery.",Turkey,Cloudy,Morning,fall,Other,Calm
https://unsplash.com/photos/water-falls-under-blue-sky-and-white-clouds-during-daytime-IzjogSsUdMk,IguaÃ§u Falls  massive waterfalls on the Brazilâ,Brazil,Sunny,Morning,summer,Exploring,Excited
https://unsplash.com/photos/reflection-on-trees-on-clear-body-of-water-during-sunset-w5pqeNrxKU0,"Pantanal Wetlands ""Vast wetland with rivers, lakes, and diverse wildlife",Brazil,Sunny,Morning,spring,Sightseeing,Excited
https://www.pexels.com/photo/view-of-a-mountain-under-the-blue-sky-13395180/,"Serra dos Órgãos National Park "" Mountainous park with jagged rock formations, rivers",Brazil,Sunny,Morning,summer,Other,Excited
https://unsplash.com/photos/brown-and-white-concrete-buildings-under-white-clouds-during-daytime-IA0-dP_hnbI,Salvador  colorful historic streets of Pelourinho,Brazil,Sunny,Morning,summer,Sightseeing,Happy
https://www.pexels.com/photo/aerial-view-of-hunza-valley-in-autumn-35061821/,"Soca River Valley ""Stunning turquoise river flowing through mountains and forests",Slovenia,Sunny,Afternoon,winter,Hiking,Excited
https://www.pexels.com/photo/rocky-mountain-2683750/,"Iconic peaks, glaciers, rivers",Chile,Cloudy,Evening,winter,Other,Excited
https://unsplash.com/photos/a-train-traveling-through-a-snow-covered-mountain-range-w5AhRsMecbk,"Mountains ""Matterhorn and alpine peaks",Switzerland,Snowy,Afternoon,winter,Relaxing,Happy
https://unsplash.com/photos/a-path-through-a-forest-with-lots-of-trees-8gXWOYCRQ_A,"Thick pine forests, rolling hills, small villages",Germany,Cloudy,Afternoon,spring,Other,Romantic
https://unsplash.com/photos/famous-tourist-attraction-of-china-zhangjiajie-stone-pillars-cliff-mountains-in-fog-clouds-at-wulingyuan-hunan-china-q0vJQ8T0rZU,"Pillar-like mountains, inspiration for Avatar movie",China,Cloudy,Morning,winter,Hiking,Curious
https://www.pexels.com/photo/igloos-at-dawn-15825092/,Blue ice formations inside a glacier,Iceland,Snowy,Afternoon,winter,Hiking,Curious
https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/All_Gizah_Pyramids.jpg/1280px-All_Gizah_Pyramids.jpg,"The Great Pyramids of Giza in Egypt, ancient wonders of the world.",Egypt,Sunny,Afternoon,summer,Sightseeing,Curious
https://upload.wikimedia.org/wikipedia/commons/7/7a/Citadel_of_Qaitbay%2C_Alexandria%2C_Egypt.jpg,"The Citadel of Qaitbay in Alexandria, Egypt, a historic fortress on the Mediterranean coast.",Egypt,Sunny,Afternoon,summer,Sightseeing,Excited
https://i.pinimg.com/736x/0b/04/eb/0b04ebe9ca3fa5b1a4ab3864dd394508.jpg,"The Kaaba in Mecca, Saudi Arabia, the holiest site in Islam.",Saudi Arabia,Sunny,Afternoon,summer,Other,Happy
https://i.pinimg.com/736x/a3/6c/7c/a36c7c6bbcfa39260ff078f99ccf8bdf.jpg,"The Dome of the Rock in Jerusalem, a historic Islamic shrine with a golden dome.",Palestine,Not Clear,Evening,not clear,Other,Happy
https://i.pinimg.com/736x/2c/8b/18/2c8b18a95b82a7b9057733d6aca9f87d.jpg,"The blue-domed churches and white-washed buildings of Oia, Santorini, Greece, overlooking the sea.",Greece,Cloudy,Evening,summer,Relaxing,Happy
https://i.pinimg.com/736x/e5/94/15/e59415b46624f94285ecfd1a46d7d131.jpg,"A traditional Japanese Torii gate and temple structure illuminated at dusk, suggesting a quiet, spiritual place.",Japan,Cloudy,Evening,fall,Sightseeing,Calm
https://i.pinimg.com/736x/fa/83/84/fa8384d1705e1fcc7042ec5769020dfe.jpg,"The Eiffel Tower in Paris, France, an iconic landmark and symbol of French culture.",France,Snowy,Evening,winter,Sightseeing,Romantic
https://i.pinimg.com/736x/0a/1d/1c/0a1d1c9f9fcf8c0898499234d854cbc6.jpg,"The Taj Mahal in Agra, India, iconic white marble mausoleum and symbol of love.",India,Sunny,Morning,spring,Sightseeing,Excited
https://i.pinimg.com/736x/4d/04/6f/4d046f9cf02410e30ff5b05b6c0dfdc1.jpg,"The Elizabeth Tower (Big Ben) in London, a famous historical clock tower.",United Kingdom,Snowy,Evening,winter,Relaxing,Happy
https://i.pinimg.com/736x/21/3d/f2/213df2eb4ce5479f7ffb5b16c8204ebc.jpg,"The Statue of Liberty in New York City, USA, a symbol of freedom and democracy.",United States,Cloudy,Evening,fall,Sightseeing,Excited
"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2021/04/14/images/182506.jpg",Al-Aqsa Mosque a sacred and historical Islamic site,Palestine,Rainy,Afternoon,winter,Sightseeing,Romantic
https://mlegdx5tedle.i.optimole.com/baCgufs.LVHB~676cd/w:500/h:365/q:auto/rt:fill/g:ce/https://colosseum.info/wp-content/uploads/2019/10/shutterstock_62073784.jpg,Colosseum in Rome an ancient Roman amphitheater showcasing historical architecture,Italy,Sunny,Evening,summer,Sightseeing,Curious
https://images.pexels.com/photos/7655108/pexels-photo-7655108.jpeg,Seoul cityscape vibrant city with modern architecture,South Korea,Cloudy,Evening,spring,Relaxing,Curious
https://images.pexels.com/photos/3867371/pexels-photo-3867371.jpeg,Eiffel Tower in Paris an iconic landmark in France.,France,Sunny,Afternoon,fall,Sightseeing,Happy
